valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
JUZGADO ROMISCUO MUNICIPAL CHIBOLO MAGDALENA,JUZGADO ROMISCUO MUNICIPAL CHIBOLO MAGDALENA,JUZGADO ROMISCUO MUNICIPAL CHIBOLO MAGDALENA,JUZGADO ROMISCUO MUNICIPAL CHIBOLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,37.74,25295,GACHANCIPÁ,CUNDINAMARCA,36.36,52520,FRANCISCO PIZARRO,NARIÑO,35.29,JUZGADO ROMISCUO MUNICIPAL CHIBOLO MAGDALENA,MAGDALENA,JUZGADO ROMISCUO MUNICIPAL CHIBOLO,JUZGADO ROMISCUO CHIBOLO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,05172,CHIGORODÓ,ANTIOQUIA,48.48,CHIGORODO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,46.51,SAN JUAN DE RIOSECO,27430,MEDIO BAUDÓ,CHOCÓ,45.71,MEDIO BAUDO
JUZGADO SEGUNDO CIVIL MUNICIPAL DE CALARCÁ QUINDÍO,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CALARCA QUINDIO,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CALARCA QUINDIO,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CALARCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15332,GÜICÁN DE LA SIERRA,BOYACÁ,42.62,13655,SAN JACINTO DEL CAUCA,BOLÍVAR,41.27,44420,LA JAGUA DEL PILAR,LA GUAJIRA,40.0,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CALARCA QUINDIO,QUINDIO,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CALARCA,JUZGADO SEGUNDO CIVIL CALARCA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,52224,CUASPUD CARLOSAMA,NARIÑO,52.17,CUASPUD CARLOSAMA,13655,SAN JACINTO DEL CAUCA,BOLÍVAR,52.0,SAN JACINTO DEL CAUCA,44650,SAN JUAN DEL CESAR,LA GUAJIRA,51.06,SAN JUAN DEL CESAR
JUZGADO SEGUNDO CIVIL MUNICIPAL DE PIEDECUESTA SANTANDER,JUZGADO SEGUNDO CIVIL MUNICIPAL DE PIEDECUESTA SANTANDER,JUZGADO SEGUNDO CIVIL MUNICIPAL DE PIEDECUESTA SANTANDER,JUZGADO SEGUNDO CIVIL MUNICIPAL DE PIEDECUESTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68547,PIEDECUESTA,SANTANDER,42.6,8372,JUAN DE ACOSTA,ATLÁNTICO,40.0,47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,38.36,JUZGADO SEGUNDO CIVIL MUNICIPAL DE PIEDECUESTA SANTAN DER,SANTAN DER,JUZGADO SEGUNDO CIVIL MUNICIPAL DE PIEDECUESTA,JUZGADO SEGUNDO CIVIL PIEDECUESTA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,68547,PIEDECUESTA,SANTANDER,58.0,PIEDECUESTA,86573,PUERTO LEGUÍZAMO,PUTUMAYO,44.9,PUERTO LEGUIZAMO,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,43.14,SAN PEDRO MILAGROS
JUZGADO SEGUNDO CIVIL MUNICIPAL SOACHA CUNDINAMARCA,JUZGADO SEGUNDO CIVIL MUNICIPAL SOACHA CUNDINAMARCA,JUZGADO SEGUNDO CIVIL MUNICIPAL SOACHA CUNDINAMARCA,JUZGADO SEGUNDO CIVIL MUNICIPAL SOACHA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5658,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,40.0,20400,LA JAGUA DE IBIRICO,CESAR,38.6,27660,SAN JOSÉ DEL PALMAR,CHOCÓ,38.6,JUZGADO SEGUNDO CIVIL MUNICIPAL SOACHA CUNDINAMARCA,CUNDINAMARCA,JUZGADO SEGUNDO CIVIL MUNICIPAL SOACHA,JUZGADO SEGUNDO CIVIL SOACHA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,54.81,SAN JUAN DE RIOSECO,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,47.83,SAN PEDRO MILAGROS,27450,MEDIO SAN JUAN,CHOCÓ,47.62,MEDIO SAN JUAN
JUZGADO SEGUNDO DE FAMILIA DE ZIPAQUIRÁ CUNDINAMARCA,JUZGADO SEGUNDO DE FAMILIA DE ZIPAQUIRA CUNDINAMARCA,JUZGADO SEGUNDO DE FAMILIA DE ZIPAQUIRA CUNDINAMARCA,JUZGADO SEGUNDO DE FAMILIA DE ZIPAQUIRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,46.15,15332,GÜICÁN DE LA SIERRA,BOYACÁ,44.83,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,43.39,JUZGADO SEGUNDO DE FAMILIA DE ZIPAQUIRA CUNDINAMARCA,CUNDINAMARCA,JUZGADO SEGUNDO DE FAMILIA DE ZIPAQUIRA,JUZGADO SEGUNDO FAMILIA ZIPAQUIRA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25899,ZIPAQUIRÁ,CUNDINAMARCA,50.86,ZIPAQUIRA,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,48.82,GUAYABAL SIQUIMA,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,48.68,SAN ANTONIO DEL TEQUENDAMA
JUZGADO SEGUNDO PROMISCUO DE FAMILIA DE IPIALES NARIÑO,JUZGADO SEGUNDO PROMISCUO DE FAMILIA DE IPIALES NARINO,JUZGADO SEGUNDO PROMISCUO DE FAMILIA DE IPIALES NARINO,JUZGADO SEGUNDO PROMISCUO DE FAMILIA DE IPIALES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,41.67,52694,SAN PEDRO DE CARTAGO,NARIÑO,39.82,68684,SAN JOSÉ DE MIRANDA,SANTANDER,39.39,JUZGADO SEGUNDO PROMISCUO DE FAMILIA DE IPIALES NARINO,NARINO,JUZGADO SEGUNDO PROMISCUO DE FAMILIA DE IPIALES,JUZGADO SEGUNDO PROMISCUO FAMILIA IPIALES,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,46.67,SAN JUAN DE RIOSECO,52694,SAN PEDRO DE CARTAGO,NARIÑO,45.93,SAN PEDRO CARTAGO,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,44.07,SAN PEDRO MILAGROS
JUZGADO SEGUNDO PROMISCUO DEL CIRCUITO DE SAN MARCOS SUCRE,JUZGADO SEGUNDO PROMISCUO DEL CIRCUITO DE SAN MARCOS SUCRE,JUZGADO SEGUNDO PROMISCUO DEL CIRCUITO DE SAN MARCOS SUCRE,JUZGADO SEGUNDO PROMISCUO DEL CIRCUITO DE SAN MARCOS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,44.16,13030,ALTOS DEL ROSARIO,BOLÍVAR,40.58,44650,SAN JUAN DEL CESAR,LA GUAJIRA,40.0,JUZGADO SEGUNDO PROMISCUO DEL CIRCUITO DE SAN MARCOS SUCRE,SUCRE,JUZGADO SEGUNDO PROMISCUO DEL CIRCUITO DE SAN MARCOS,JUZGADO SEGUNDO PROMISCUO CIRCUITO SAN MARCOS,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,45.71,SAN PEDRO DE LOS MILAGROS,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,43.75,SAN JUAN DE RIOSECO,13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,43.08,SANTA CRUZ DE MOMPOX
JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE AGUSTIN CODAZZI CESAR,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE AGUSTIN CODAZZI CESAR,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE AGUSTIN CODAZZI CESAR,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE AGUSTIN CODAZZI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20013,AGUSTÍN CODAZZI,CESAR,47.48,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,37.97,20400,LA JAGUA DE IBIRICO,CESAR,36.88,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE AGUSTIN CODAZZI CESAR,CESAR,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE AGUSTIN CODAZZI,JUZGADO SEGUNDO PROMISCUO AGUSTIN CODAZZI,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,20013,AGUSTÍN CODAZZI,CESAR,61.57,AGUSTIN CODAZZI,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,46.67,SAN JUAN DE RIOSECO,23574,PUERTO ESCONDIDO,CÓRDOBA,42.11,PUERTO ESCONDIDO
JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE ANSERMA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE ANSERMA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE ANSERMA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE ANSERMA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15332,GÜICÁN DE LA SIERRA,BOYACÁ,43.08,15676,SAN MIGUEL DE SEMA,BOYACÁ,40.62,52694,SAN PEDRO DE CARTAGO,NARIÑO,39.39,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE ANSERMA CALDAS,CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE ANSERMA,JUZGADO SEGUNDO PROMISCUO ANSERMA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,53.85,SAN JUAN DE RIOSECO,52694,SAN PEDRO DE CARTAGO,NARIÑO,48.0,SAN PEDRO CARTAGO,50683,SAN JUAN DE ARAMA,META,46.81,SAN JUAN ARAMA
JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE FLANDES TOLIMA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE FLANDES TOLIMA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE FLANDES TOLIMA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE FLANDES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,39.44,15332,GÜICÁN DE LA SIERRA,BOYACÁ,36.92,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,36.62,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE FLAN DES TOLIMA,TOLIMA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE FLAN DES,JUZGADO SEGUNDO PROMISCUO FLAN DES,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,56.6,SAN JUAN DE RIOSECO,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,50.85,SAN PEDRO DE LOS MILAGROS,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,49.12,EL LITORAL DEL SAN JUAN
JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SOCORRO SANTANDER,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SOCORRO SANTANDER,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SOCORRO SANTANDER,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SOCORRO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68524,PALMAS DEL SOCORRO,SANTANDER,47.75,23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,37.68,5686,SANTA ROSA DE OSOS,ANTIOQUIA,37.5,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SOCORRO SANTAN DER,SANTAN DER,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE SOCORRO,JUZGADO SEGUNDO PROMISCUO SOCORRO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,68524,PALMAS DEL SOCORRO,SANTANDER,58.98,PALMAS DEL SOCORRO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,50.0,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.98,SAN JUAN RIOSECO
JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE VILLAMARÍA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE VILLAMARIA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE VILLAMARIA CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE VILLAMARIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,44420,LA JAGUA DEL PILAR,LA GUAJIRA,38.81,17873,VILLAMARÍA,CALDAS,37.9,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,37.84,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE VILLAMARIA CALDAS,CALDAS,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE VILLAMARIA,JUZGADO SEGUNDO PROMISCUO VILLAMARIA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,17873,VILLAMARÍA,CALDAS,51.48,VILLAMARIA,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,47.27,SAN JUAN NEPOMUCENO,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,47.27,GUADALAJARA DE BUGA
JUZGADO SEGUNDO PROMISCUO MUNICIPAL DEL CALOTO CAUCA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DEL CALOTO CAUCA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DEL CALOTO CAUCA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DEL CALOTO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66682,SANTA ROSA DE CABAL,RISARALDA,40.0,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,39.44,52694,SAN PEDRO DE CARTAGO,NARIÑO,39.39,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DEL CALOTO CAUCA,CAUCA,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DEL CALOTO,JUZGADO SEGUNDO PROMISCUO CALOTO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,50.98,SAN JUAN DE RIOSECO,52694,SAN PEDRO DE CARTAGO,NARIÑO,50.0,SAN PEDRO DE CARTAGO,50680,SAN CARLOS DE GUAROA,META,48.98,SAN CARLOS GUAROA
JUZGADO TERCERO LABORAL DEL CIRCUITO DE PALMIRA VALLE,JUZGADO TERCERO LABORAL DEL CIRCUITO DE PALMIRA VALLE,JUZGADO TERCERO LABORAL DEL CIRCUITO DE PALMIRA VALLE,JUZGADO TERCERO LABORAL DEL CIRCUITO DE PALMIRA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,38.89,27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,37.84,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,36.84,JUZGADO TERCERO LABORAL DEL CIRCUITO DE PALMIRA VALLE,VALLE DEL CAUCA,JUZGADO TERCERO LABORAL DEL CIRCUITO DE PALMIRA,JUZGADO TERCERO LABORAL CIRCUITO PALMIRA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,45.29,GUADALAJARA DE BUGA,23580,PUERTO LIBERTADOR,CÓRDOBA,42.11,PUERTO LIBERTADOR,15693,SANTA ROSA DE VITERBO,BOYACÁ,41.38,SANTA ROSA VITERBO
JUZGADO TERCERO PROMISCUO MUNICIPAL CAJICÁ CUNDINAMARCA,JUZGADO TERCERO PROMISCUO MUNICIPAL CAJICA CUNDINAMARCA,JUZGADO TERCERO PROMISCUO MUNICIPAL CAJICA CUNDINAMARCA,JUZGADO TERCERO PROMISCUO MUNICIPAL CAJICA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,34.92,13655,SAN JACINTO DEL CAUCA,BOLÍVAR,34.92,25295,GACHANCIPÁ,CUNDINAMARCA,34.77,JUZGADO TERCERO PROMISCUO MUNICIPAL CAJICA CUNDINAMARCA,CUNDINAMARCA,JUZGADO TERCERO PROMISCUO MUNICIPAL CAJICA,JUZGADO TERCERO PROMISCUO CAJICA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,86569,PUERTO CAICEDO,PUTUMAYO,52.17,PUERTO CAICEDO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,51.14,SAN JUAN DE RIOSECO,23189,CIÉNAGA DE ORO,CÓRDOBA,43.48,CIENAGA DE ORO
JUZGADO UNICO PROMISCUO MUNICIPAL AIPE HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL AIPE HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL AIPE HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL AIPE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27810,UNIÓN PANAMERICANA,CHOCÓ,39.29,85125,HATO COROZAL,CASANARE,36.0,13620,SAN CRISTÓBAL,BOLÍVAR,35.29,JUZGADO UNICO PROMISCUO MUNICIPAL AIPE HUILA,HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL AIPE,JUZGADO UNICO PROMISCUO AIPE,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,55.32,SAN JUAN DE RIOSECO,41016,AIPE,HUILA,50.11,AIPE JUILA,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,46.81,SAN JUAN NEPOMUCENO
JUZGADO ÚNICO LABORAL DEL CIRCUITO DE GARZÓN HUILA,JUZGADO UNICO LABORAL DEL CIRCUITO DE GARZON HUILA,JUZGADO UNICO LABORAL DEL CIRCUITO DE GARZON HUILA,JUZGADO UNICO LABORAL DEL CIRCUITO DE GARZON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,44.44,50680,SAN CARLOS DE GUAROA,META,43.75,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,42.62,JUZGADO UNICO LABORAL DEL CIRCUITO DE GARZON HUILA,HUILA,JUZGADO UNICO LABORAL DEL CIRCUITO DE GARZON,JUZGADO UNICO LABORAL CIRCUITO GARZON,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,05148,EL CARMEN DE VIBORAL,ANTIOQUIA,45.61,EL CARMEN DE VIBORAL,50680,SAN CARLOS DE GUAROA,META,44.44,SAN CARLOS GUAROA,27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,43.33,EL CANTON DEL SAN PABLO
JUZGADO ÚNICO PROMISCUO MUNICIPAL DE EL AGRADO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL AGRADO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL AGRADO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL AGRADO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,45.07,52694,SAN PEDRO DE CARTAGO,NARIÑO,39.39,15693,SANTA ROSA DE VITERBO,BOYACÁ,38.81,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL AGRADO HUILA,HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE EL AGRADO,JUZGADO UNICO PROMISCUO AGRADO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,53.06,SAN JUAN DE RIOSECO,52694,SAN PEDRO DE CARTAGO,NARIÑO,48.0,SAN PEDRO DE CARTAGO,50683,SAN JUAN DE ARAMA,META,46.81,SAN JUAN DE ARAMA
JUZGADO ÚNICO PROMISCUO MUNICIPAL DE TELLO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE TELLO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE TELLO HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE TELLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15693,SANTA ROSA DE VITERBO,BOYACÁ,41.27,52694,SAN PEDRO DE CARTAGO,NARIÑO,38.71,13667,SAN MARTÍN DE LOBA,BOLÍVAR,36.67,JUZGADO UNICO PROMISCUO MUNICIPAL DE TELLO HUILA,HUILA,JUZGADO UNICO PROMISCUO MUNICIPAL DE TELLO,JUZGADO UNICO PROMISCUO TELLO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,50.0,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.89,SAN JUAN RIOSECO,52001,PASTO,NARIÑO,46.51,SAN JUAN PASTO
JUZGADO ÚNICO PROMISCUO MUNICIPAL GUÁTICA RISARALDA,JUZGADO UNICO PROMISCUO MUNICIPAL GUATICA RISARALDA,JUZGADO UNICO PROMISCUO MUNICIPAL GUATICA RISARALDA,JUZGADO UNICO PROMISCUO MUNICIPAL GUATICA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,85125,HATO COROZAL,CASANARE,33.96,27810,UNIÓN PANAMERICANA,CHOCÓ,33.9,13620,SAN CRISTÓBAL,BOLÍVAR,33.33,JUZGADO UNICO PROMISCUO MUNICIPAL GUATICA RISARALDA,RISARALDA,JUZGADO UNICO PROMISCUO MUNICIPAL GUATICA,JUZGADO UNICO PROMISCUO GUATICA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.0,SAN JUAN DE RIOSECO,66682,SANTA ROSA DE CABAL,RISARALDA,48.0,SANTA ROSA DE CABAL,52694,SAN PEDRO DE CARTAGO,NARIÑO,45.83,SAN PEDRO CARTAGO
Judicial,JUDICIAL,JUDICIAL,JUDICIAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66594,QUINCHÍA,RISARALDA,62.5,25851,ÚTICA,CUNDINAMARCA,61.54,25126,CAJICÁ,CUNDINAMARCA,57.14,JUDICIAL,,JUDICIAL,JUDICIAL,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,47058,ARIGUANÍ,MAGDALENA,66.67,DIFICIL,66594,QUINCHÍA,RISARALDA,62.5,QUINCHIA,25851,ÚTICA,CUNDINAMARCA,61.54,UTICA
Juzgado,JUZGADO,JUZGADO,JUZGADO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27372,JURADÓ,CHOCÓ,76.92,41013,AGRADO,HUILA,61.54,27073,BAGADÓ,CHOCÓ,61.54,JUZGADO,,JUZGADO,JUZGADO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,27372,JURADÓ,CHOCÓ,76.92,JURADO,27073,BAGADÓ,CHOCÓ,61.54,BAGADO,41013,AGRADO,HUILA,61.54,AGRADO
Juzgado Primero Civil Circuito de Zipaquira Cundinamarca,JUZGADO PRIMERO CIVIL CIRCUITO DE ZIPAQUIRA CUNDINAMARCA,JUZGADO PRIMERO CIVIL CIRCUITO DE ZIPAQUIRA CUNDINAMARCA,JUZGADO PRIMERO CIVIL CIRCUITO DE ZIPAQUIRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,42.71,85325,SAN LUIS DE PALENQUE,CASANARE,41.27,27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,40.62,JUZGADO PRIMERO CIVIL CIRCUITO DE ZIPAQUIRA CUNDINAMARCA,CUNDINAMARCA,JUZGADO PRIMERO CIVIL CIRCUITO DE ZIPAQUIRA,JUZGADO PRIMERO CIVIL CIRCUITO ZIPAQUIRA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,45.29,SAN JUAN DE RIOSECO,25899,ZIPAQUIRÁ,CUNDINAMARCA,44.73,ZIPAQUIRA,52694,SAN PEDRO DE CARTAGO,NARIÑO,43.33,SAN PEDRO DE CARTAGO
Juzgado Primero Civil Municipal de Garzón Huila,JUZGADO PRIMERO CIVIL MUNICIPAL DE GARZON HUILA,JUZGADO PRIMERO CIVIL MUNICIPAL DE GARZON HUILA,JUZGADO PRIMERO CIVIL MUNICIPAL DE GARZON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,52694,SAN PEDRO DE CARTAGO,NARIÑO,42.62,27245,EL CARMEN DE ATRATO,CHOCÓ,40.0,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,39.39,JUZGADO PRIMERO CIVIL MUNICIPAL DE GARZON HUILA,HUILA,JUZGADO PRIMERO CIVIL MUNICIPAL DE GARZON,JUZGADO PRIMERO CIVIL GARZON,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,86573,PUERTO LEGUÍZAMO,PUTUMAYO,50.0,PUERTO LEGUIZAMO,05150,CAROLINA,ANTIOQUIA,48.89,CAROLINA PRINCIPE,99001,PUERTO CARREÑO,VICHADA,47.62,PUERTO CARRENO
