"DM_INSTITUCION_COD_INSTITUCION","NOMBRE","CCB_NIT_INST","ORDEN","SUBORDEN","NIVEL_INSTITUCION","CLASIFICACION_ORGANICA","SECTOR","NATURALEZA_JURIDICA","TIPO_INSTITUCION","IDMUNICIPIO","MUNICIPIO","IDDEPARTAMENTO","DEPARTAMENTO","DIRECCION","FAX","EMAIL","CCB_TELEFONO","CCB_PAGINA_WEB","LONGITUD","LATITUD","ESTADO_INS","NOMBRE_REPRESENTANTE","CARGO_REPRESENTANTE"
"8198","EMPRESA DE SERVICIOS PUBLICOS AGUAS DE BELTRAN",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","86","BELTRÁN","25","CUNDINAMARCA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,740943","4,800984","ACTIVA",,
"8301","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TALAIGUA NUEVO",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","780","TALAIGUA NUEVO","13","BOLÍVAR","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,567972","9,303469","ACTIVA",,
"8295","EMPRESA SERVICIOS PUBLICOS DE AGUA POTABLE, ALCALTATILLADO Y DE ASEO DE CONVENCION",,"TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","206","CONVENCIÓN","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-73,337007","8,470146","ACTIVA",,
"8278","EMPRESA PUBLICA DE SAN RAFAEL S.A DE ANTIOQUIA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","SOCIEDAD DE ECONOMÍA MIXTA","VINCULADAS","667","SAN RAFAEL","5","ANTIOQUIA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,028577","6,293544","ACTIVA",,
"4316","AGENCIA PARA LA GESTION DEL PAISAJE, EL PATRIMONIO Y LAS ALIANZAS PUBLICO PRIVADAS",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","ESTABLECIMIENTO PÚBLICO","ADSCRITAS","1","MEDELLÍN","5","ANTIOQUIA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,564574","6,2530471","ACTIVA",,
"447","AEROPUERTO GUSTAVO ROJAS PINILLA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","ESTABLECIMIENTO PÚBLICO","ADSCRITAS","1","SAN ANDRÉS","88","ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-81,7005615","12,5847197","ACTIVA",,
"8256","COOPSERPUSANS LTDA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","ESTABLECIMIENTO PÚBLICO","ADSCRITAS","692","SAN SEBASTIÁN DE BUENAVISTA","47","MAGDALENA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,351193","9,240301","ACTIVA",,
"8213","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO MAQUINAS Y  SERVICIOS VIALES DEL MUNICIPIO DE TIBU",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","VINCULADAS","810","TIBÚ","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-72,737733","8,642356","ACTIVA",,
"8263","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE MOLAGAVITA SA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","468","MOLAGAVITA","68","SANTANDER","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-72,809267","6,674385","ACTIVA",,
"8265","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS MIXTA DE SAMACA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS","VINCULADAS","646","SAMACÁ","15","BOYACÁ","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-73,486159","5,492342","ACTIVA",,
"444","AEROPUERTO EL EMBRUJO DE PROVIDENCIA ISLA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","ESTABLECIMIENTO PÚBLICO","ADSCRITAS","564","PROVIDENCIA","88","ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-81,37127","13,35395","ACTIVA",,
"8261","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PUERTO TRIUNFO S.A.",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","591","PUERTO TRIUNFO","5","ANTIOQUIA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,634036","5,8807","ACTIVA",,
"6170","TERMINAL DE TRANSPORTES DE ARMENIA S.A.",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","SOCIEDAD DE ECONOMÍA MIXTA","VINCULADAS","1","ARMENIA","63","QUINDÍO","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,675689","4,535","ACTIVA",,
"8244","EMPRESA DE SERVICOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE MOGOTES",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","464","MOGOTES","68","SANTANDER","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-72,970517","6,474867","ACTIVA",,
"8208","EMPRESA DE SERVICIOS PUBLICOS AGUAS DE COLOSO S.A.",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","204","COLOSÓ","70","SUCRE","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,355767","9,490946","ACTIVA",,
"8293","HOSPITAL SAN VICENTE DE PAUL -- IBAGUE, TOLIMA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS SOCIALES DEL ESTADO","VINCULADAS","283","FRESNO","73","TOLIMA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,03631","5,153793","ACTIVA",,
"8206","EMPRESA DE SERVICIOS PUBLICOS AGUAS DEL SOCORRO S.A.",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","755","SOCORRO","68","SANTANDER","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-73,264041","6,468665","ACTIVA",,
"8248","EMPRESA DE SERVICIOS PUBLICOS DE GUADALUPE SAS",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","315","GUADALUPE","5","ANTIOQUIA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,240103","6,813952","ACTIVA",,
"8281","EMPRESA DE SERVICOS PUBLICOS DE CAÑASGORDAS ANTIOQUIA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS","VINCULADAS","138","CAÑASGORDAS","5","ANTIOQUIA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-76,02611","6,750597","ACTIVA",,
"8242","EMPRESA DE SERVICIOS PUBLICOS DE EL MUNICIPIO DE CUCUNUBA SAS",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","224","CUCUNUBÁ","25","CUNDINAMARCA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-73,766863","5,250513","ACTIVA",,
"8264","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO CEIBA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","VINCULADAS","1","YOPAL","85","CASANARE","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-72,400523","5,348903","ACTIVA",,
"8266","EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","645","SAN ANTONIO DEL TEQUENDAMA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,352149","4,616249","ACTIVA",,
"8211","EMPRESA DE SERVICIOS PUBLICOS DE LEJANIAS",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","400","LEJANÍAS","50","META","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,024393","3,526086","ACTIVA",,
"8209","RIO LUISA EMPRESA DE SERVICIOS PUBLICOS DE SAN LUIS",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","678","SAN LUIS","73","TOLIMA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,095082","4,133543","ACTIVA",,
"8277","EMPRESA DE SERVICIOS PUBLICOS DEL ALTO BAUDO  S.A.S",,"TERRITORIAL","MUNICIPAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","25","ALTO BAUDÓ","27","CHOCÓ","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-77,056446","5,708676","ACTIVA",,
"8341","FONDO DE DESARROLLO LOCAL TEUSAQUILLO BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8333","FONDO DE DESARROLLO LOCAL USME BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8338","FONDO DE DESARROLLO LOCAL ENGATIVA BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8347","FONDO DE DESARROLLO LOCAL DE CIUDAD BOLIVAR BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8083","CORTE SUPREMA DE JUSTICIA",,"NACIONAL","NO APLICA","NO APLICA","RAMA JUDICIAL","NO APLICA","CORTE SUPREMA DE JUSTICIA","NO APLICA","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8336","FONDO DE DESARROLLO LOCAL KENNEDY BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8196","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUATAVITA",,"TERRITORIAL","DEPARTAMENTAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","326","GUATAVITA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-73,833644","4,934487","ACTIVA",,
"8181","SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS SOCIALES DEL ESTADO","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"4293","CONSEJO DE ESTADO",,"NACIONAL","NO APLICA","NO APLICA","RAMA JUDICIAL","NO APLICA","CONSEJO DE ESTADO","NO APLICA","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8340","FONDO DE DESARROLLO LOCAL BARRIOS UNIDOS BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"3682","DIRECCION NACIONAL EJECUTIVA DE ADMINISTRACION JUDICIAL",,"NACIONAL","NO APLICA","NO APLICA","RAMA JUDICIAL","NO APLICA","DIRECCIÓN NACIONAL EJECUTIVA DE ADMINISTRACIÓN JUDICIAL","NO APLICA","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8334","FONDO DE DESARROLLO LOCAL TUNJUELITO BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8348","FONDO DE DESARROLLO LOCAL SUMAPAZ BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8329","FONDO DE DESARROLLO LOCAL USAQUEN BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8330","FONDO DE DESARROLLO LOCAL CHAPINERO BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8337","FONDO DE DESARROLLO LOCAL FONTIBON BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8243","METRO DE BOGOTA S.A.",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","SOCIEDAD DE ECONOMÍA MIXTA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8239","SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA",,"TERRITORIAL","DISTRITAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","SECRETARIA DE DESPACHO","ADSCRITAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8113","INSTITUCION UNIVERSITARIA CONOCIMIENTO E INNOVACION PARA LA JUSTICIA",,"NACIONAL","NO APLICA","NO APLICA","RAMA JUDICIAL","NO APLICA","ESTABLECIMIENTO PÚBLICO","NO APLICA","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8274","INSTITUTO DISTRITAL DE CIENCIA, BIOTECNOLOGIA E INNOVACION EN SALUD",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","CORPORACIONES E INSTITUCIONES DE INVESTIGACIÓN","ADSCRITAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"6056","FONDO ROTATORIO DE LA REGISTRADURIA NACIONAL DEL ESTADO CIVIL",,"NACIONAL","NO APLICA","NO APLICA","ORGANIZACIÓN ELECTORAL","NO APLICA","ESTABLECIMIENTO PÚBLICO","NO APLICA","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8344","FONDO DE DESARROLLO LOCAL PUENTE ARANDA BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8272","INSTITUTO PARA EL DESARROLLO DEL CESAR",,"TERRITORIAL","DEPARTAMENTAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","ESTABLECIMIENTO PÚBLICO","ADSCRITAS","1","VALLEDUPAR","20","CESAR","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-73,243633","10,474245","ACTIVA",,
"8342","FONDO DE DESARROLLO LOCAL LOS MARTIRES BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"5412","PERSONERIA DE RIOHACHA",,"TERRITORIAL","DISTRITAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA DISTRITAL","NO APLICA","1","RIOHACHA","44","LA GUAJIRA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-72,916784","11,538415","ACTIVA",,
"8197","EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO VILLA DE SAN DIEGO DE UBATE",,"TERRITORIAL","DEPARTAMENTAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","VINCULADAS","843","VILLA DE SAN DIEGO DE UBATÉ","25","CUNDINAMARCA","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-73,815439","5,309822","ACTIVA",,
"4310","INSTITUTO DE EVALUACION TECNOLOGICA EN SALUD",,"NACIONAL","NO APLICA","DESCENTRALIZADO","RAMA EJECUTIVA","SALUD Y PROTECCIÓN SOCIAL","SOCIEDAD DE ECONOMÍA MIXTA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"4629","COMISION DE REGULACION DE INFRAESTRUCTURA DE TRANSPORTE",,"NACIONAL","NO APLICA","DESCENTRALIZADO","RAMA EJECUTIVA","TRANSPORTE","UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA","ADSCRITAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8309","CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL",,"NACIONAL","NO APLICA","DESCENTRALIZADO","RAMA EJECUTIVA","TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES","ENTIDAD DESCENTRALIZADA INDIRECTA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":""VACIA "",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"1392","ASAMBLEA DEPARTAMENTAL DEL NORTE DE SANTANDER",,"TERRITORIAL","DEPARTAMENTAL","NO APLICA","CORPORACIÓN POLÍTICO ADMINISTRATIVA","NO APLICA","ASAMBLEA DEPARTAMENTAL","NO APLICA","1","SAN JOSÉ DE CÚCUTA","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":"""",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-72,49669","7,889097","ACTIVA",,
"8331","FONDO DE DESARROLLO LOCAL SANTA FE BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":"""",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"8343","FONDO DE DESARROLLO LOCAL ANTONIO NARIÑO BOGOTA",,"TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","FONDO CUENTA CON PERSONERÍA JURÍDICA","VINCULADAS","1","BOGOTÁ. D.C.","11","BOGOTÁ. D.C.","{""bis"":false,""complemento"":"""",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-74,072092","4,710989","ACTIVA",,
"483","ASAMBLEA DEPARTAMENTAL DE HUILA",,"TERRITORIAL","DEPARTAMENTAL","NO APLICA","CORPORACIÓN POLÍTICO ADMINISTRATIVA","NO APLICA","ASAMBLEA DEPARTAMENTAL","NO APLICA","1","NEIVA","41","HUILA","{""bis"":false,""complemento"":"""",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-75,2809","2,934484","ACTIVA",,
"335","ASAMBLEA DEPARTAMENTAL DE PUTUMAYO",,"TERRITORIAL","DEPARTAMENTAL","NO APLICA","CORPORACIÓN POLÍTICO ADMINISTRATIVA","NO APLICA","ASAMBLEA DEPARTAMENTAL","NO APLICA","1","MOCOA","86","PUTUMAYO","{""bis"":false,""complemento"":"""",""direccionGenerada"":""VACIA""}",,,,"NO DISPONIBLE","-76,647655","1,145859","ACTIVA",,
